    ;GRANTEE_SCHEMA_NAME            ;GRANTEE                                                                           ;GRANTEE_TYPE;GRANTOR                           ;OBJECT_TYPE         ;SCHEMA_NAME                                                                       ;OBJECT_NAME                                                                     ;COLUMN_NAME;PRIVILEGE                                                           ;IS_GRANTABLE;IS_VALID
929 ;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_REPO                         ;SCHEMA              ;_SYS_BIC                                                                          ;?                                                                               ;?          ;INDEX                                                               ;FALSE       ;TRUE    
930 ;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_REPO                         ;SCHEMA              ;_SYS_BIC                                                                          ;?                                                                               ;?          ;DROP                                                                ;FALSE       ;TRUE    
931 ;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_REPO                         ;SCHEMA              ;_SYS_BIC                                                                          ;?                                                                               ;?          ;INSERT                                                              ;FALSE       ;TRUE    
932 ;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_REPO                         ;SCHEMA              ;_SYS_BIC                                                                          ;?                                                                               ;?          ;REFERENCES                                                          ;FALSE       ;TRUE    
933 ;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_REPO                         ;SCHEMA              ;_SYS_BIC                                                                          ;?                                                                               ;?          ;SELECT                                                              ;FALSE       ;TRUE    
934 ;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_REPO                         ;SCHEMA              ;_SYS_BIC                                                                          ;?                                                                               ;?          ;SELECT CDS METADATA                                                 ;FALSE       ;TRUE    
935 ;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_REPO                         ;SCHEMA              ;_SYS_BIC                                                                          ;?                                                                               ;?          ;SELECT METADATA                                                     ;FALSE       ;TRUE    
936 ;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_REPO                         ;SCHEMA              ;_SYS_BIC                                                                          ;?                                                                               ;?          ;TRIGGER                                                             ;FALSE       ;TRUE    
937 ;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_REPO                         ;SCHEMA              ;_SYS_BIC                                                                          ;?                                                                               ;?          ;UPDATE                                                              ;FALSE       ;TRUE    
938 ;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_REPO                         ;SCHEMA              ;_SYS_BIC                                                                          ;?                                                                               ;?          ;UNMASKED                                                            ;FALSE       ;TRUE    
939 ;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_REPO                         ;SCHEMA              ;_SYS_BIC                                                                          ;?                                                                               ;?          ;CLIENTSIDE ENCRYPTION COLUMN KEY ADMIN                              ;FALSE       ;TRUE    
940 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;CREATE OBJECT STRUCTURED PRIVILEGE                                  ;FALSE       ;TRUE    
941 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;CREATE TEMPORARY TABLE                                              ;FALSE       ;TRUE    
942 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;CREATE VIRTUAL PACKAGE                                              ;FALSE       ;TRUE    
943 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;DEBUG                                                               ;FALSE       ;TRUE    
944 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;DEBUG MODIFY                                                        ;FALSE       ;TRUE    
945 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;SQLSCRIPT LOGGING                                                   ;FALSE       ;TRUE    
946 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;DELETE                                                              ;FALSE       ;TRUE    
947 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;DROP                                                                ;FALSE       ;TRUE    
948 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
949 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;INDEX                                                               ;FALSE       ;TRUE    
950 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;INSERT                                                              ;FALSE       ;TRUE    
951 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;REFERENCES                                                          ;FALSE       ;TRUE    
952 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;SELECT                                                              ;FALSE       ;TRUE    
953 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;SELECT CDS METADATA                                                 ;FALSE       ;TRUE    
954 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;SELECT METADATA                                                     ;FALSE       ;TRUE    
955 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;TRIGGER                                                             ;FALSE       ;TRUE    
956 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;UPDATE                                                              ;FALSE       ;TRUE    
957 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;UNMASKED                                                            ;FALSE       ;TRUE    
958 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;CLIENTSIDE ENCRYPTION COLUMN KEY ADMIN                              ;FALSE       ;TRUE    
959 ;FDT_TEST_DATA_CONT_GEN_8437    ;container_access#                                                                 ;ROLE        ;FDT_TEST_DATA_CONT_GEN_8437       ;SCHEMA              ;FDT_TEST_DATA_CONT_GEN_8437                                                       ;?                                                                               ;?          ;CREATE TEMPORARY TABLE                                              ;TRUE        ;TRUE    
960 ;FDT_TEST_DATA_CONT_GEN_8437    ;container_access#                                                                 ;ROLE        ;FDT_TEST_DATA_CONT_GEN_8437       ;SCHEMA              ;FDT_TEST_DATA_CONT_GEN_8437                                                       ;?                                                                               ;?          ;DELETE                                                              ;TRUE        ;TRUE    
961 ;?                              ;TEST_BASIS                                                                        ;USER        ;SYS                               ;SCHEMA              ;TEST_BASIS                                                                        ;?                                                                               ;?          ;CREATE ANY                                                          ;TRUE        ;TRUE    
962 ;FDT_CP_TEST_SMC_VIEWS_5622     ;container_select_execute#                                                         ;ROLE        ;FDT_CP_TEST_SMC_VIEWS_5622        ;SCHEMA              ;FDT_CP_TEST_SMC_VIEWS_5622                                                        ;?                                                                               ;?          ;CREATE TEMPORARY TABLE                                              ;TRUE        ;TRUE    
963 ;?                              ;FDT_CP_TEST_SMC_DATA_0238#OO                                                      ;USER        ;FDT_CP_TEST_SMC_DATA_0238         ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238                                                         ;?                                                                               ;?          ;CREATE ANY                                                          ;TRUE        ;TRUE    
964 ;?                              ;FDT_CP_TEST_SMC_DATA_0238#OO                                                      ;USER        ;FDT_CP_TEST_SMC_DATA_0238         ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238                                                         ;?                                                                               ;?          ;CREATE VIRTUAL PACKAGE                                              ;FALSE       ;TRUE    
965 ;?                              ;FDT_CP_TEST_SMC_DATA_0238#OO                                                      ;USER        ;FDT_CP_TEST_SMC_DATA_0238         ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238                                                         ;?                                                                               ;?          ;SELECT METADATA                                                     ;TRUE        ;TRUE    
966 ;?                              ;FDT_CP_TEST_SMC_DATA_0238#OO                                                      ;USER        ;SYS                               ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238#OO                                                      ;?                                                                               ;?          ;CREATE TEMPORARY TABLE                                              ;FALSE       ;TRUE    
967 ;?                              ;SAPHANADB                                                                         ;USER        ;FDT_CP_TEST_SMC_DATA_0238#DI      ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238#DI                                                      ;?                                                                               ;?          ;CREATE TEMPORARY TABLE                                              ;FALSE       ;TRUE    
968 ;FDT_CP_TEST_SMC_VIEWS_5622     ;container_select_execute#                                                         ;ROLE        ;FDT_CP_TEST_SMC_VIEWS_5622        ;SCHEMA              ;FDT_CP_TEST_SMC_VIEWS_5622                                                        ;?                                                                               ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
969 ;FDT_CP_TEST_SMC_DATA_0238      ;container_access                                                                  ;ROLE        ;FDT_CP_TEST_SMC_DATA_0238         ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238                                                         ;?                                                                               ;?          ;CREATE TEMPORARY TABLE                                              ;FALSE       ;TRUE    
970 ;FDT_CP_TEST_SMC_DATA_0238      ;container_access                                                                  ;ROLE        ;FDT_CP_TEST_SMC_DATA_0238         ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238                                                         ;?                                                                               ;?          ;DELETE                                                              ;FALSE       ;TRUE    
971 ;FDT_CP_TEST_SMC_DATA_0238      ;container_access                                                                  ;ROLE        ;FDT_CP_TEST_SMC_DATA_0238         ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238                                                         ;?                                                                               ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
972 ;FDT_CP_TEST_SMC_DATA_0238      ;container_access                                                                  ;ROLE        ;FDT_CP_TEST_SMC_DATA_0238         ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238                                                         ;?                                                                               ;?          ;INSERT                                                              ;FALSE       ;TRUE    
973 ;FDT_CP_TEST_SMC_DATA_0238      ;container_access                                                                  ;ROLE        ;FDT_CP_TEST_SMC_DATA_0238         ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238                                                         ;?                                                                               ;?          ;SELECT                                                              ;FALSE       ;TRUE    
974 ;FDT_CP_TEST_SMC_DATA_0238      ;container_access#                                                                 ;ROLE        ;FDT_CP_TEST_SMC_DATA_0238         ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238                                                         ;?                                                                               ;?          ;SELECT                                                              ;TRUE        ;TRUE    
975 ;FDT_CP_TEST_SMC_DATA_0238      ;container_access#                                                                 ;ROLE        ;FDT_CP_TEST_SMC_DATA_0238         ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238                                                         ;?                                                                               ;?          ;UPDATE                                                              ;TRUE        ;TRUE    
976 ;?                              ;_SYS_DI                                                                           ;USER        ;FDT_CP_TEST_SMC_DATA_0238#DI      ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238#DI                                                      ;?                                                                               ;?          ;CREATE ANY                                                          ;TRUE        ;TRUE    
977 ;?                              ;FDT_CP_TEST_SMC_DATA_0238                                                         ;USER        ;SYS                               ;SCHEMA              ;FDT_CP_TEST_SMC_DATA_0238                                                         ;?                                                                               ;?          ;CREATE ANY                                                          ;TRUE        ;TRUE    
978 ;?                              ;_SYS_AFL                                                                          ;USER        ;SYS                               ;SCHEMA              ;_SYS_AFL                                                                          ;?                                                                               ;?          ;CREATE ANY                                                          ;TRUE        ;TRUE    
979 ;BA1_HDI_FR_RTC_GEN_2470        ;container_select_execute                                                          ;ROLE        ;BA1_HDI_FR_RTC_GEN_2470           ;SCHEMA              ;BA1_HDI_FR_RTC_GEN_2470                                                           ;?                                                                               ;?          ;CREATE TEMPORARY TABLE                                              ;FALSE       ;TRUE    
980 ;BA1_HDI_FR_RTC_GEN_2470        ;container_access#                                                                 ;ROLE        ;BA1_HDI_FR_RTC_GEN_2470           ;SCHEMA              ;BA1_HDI_FR_RTC_GEN_2470                                                           ;?                                                                               ;?          ;DELETE                                                              ;TRUE        ;TRUE    
981 ;BA1_HDI_FR_RTC_GEN_2470        ;container_access#                                                                 ;ROLE        ;BA1_HDI_FR_RTC_GEN_2470           ;SCHEMA              ;BA1_HDI_FR_RTC_GEN_2470                                                           ;?                                                                               ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
982 ;BA1_HDI_FR_RTC_GEN_2470        ;container_access#                                                                 ;ROLE        ;BA1_HDI_FR_RTC_GEN_2470           ;SCHEMA              ;BA1_HDI_FR_RTC_GEN_2470                                                           ;?                                                                               ;?          ;SELECT                                                              ;TRUE        ;TRUE    
983 ;BA1_HDI_FR_RTC_GEN_2470        ;container_access#                                                                 ;ROLE        ;BA1_HDI_FR_RTC_GEN_2470           ;SCHEMA              ;BA1_HDI_FR_RTC_GEN_2470                                                           ;?                                                                               ;?          ;UPDATE                                                              ;TRUE        ;TRUE    
984 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;CREATE ANY                                                          ;FALSE       ;TRUE    
985 ;?                              ;SAPHANADB                                                                         ;USER        ;SYSTEM                            ;SCHEMA              ;NXI                                                                               ;?                                                                               ;?          ;ALTER                                                               ;FALSE       ;TRUE    
986 ;?                              ;DBA_COCKPIT                                                                       ;ROLE        ;SYSTEM                            ;SCHEMA              ;_SYS_STATISTICS                                                                   ;?                                                                               ;?          ;DELETE                                                              ;FALSE       ;TRUE    
987 ;?                              ;DBA_COCKPIT                                                                       ;ROLE        ;SYSTEM                            ;SCHEMA              ;_SYS_STATISTICS                                                                   ;?                                                                               ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
988 ;?                              ;USER                                                                              ;ROLE        ;SYSTEM                            ;SCHEMA              ;_SYS_REPO                                                                         ;?                                                                               ;?          ;SELECT                                                              ;FALSE       ;TRUE    
989 ;?                              ;SAPHANADB                                                                         ;USER        ;FDT_TEST_DATA_CONT_GEN_8437#DI    ;SCHEMA              ;FDT_TEST_DATA_CONT_GEN_8437#DI                                                    ;?                                                                               ;?          ;CREATE TEMPORARY TABLE                                              ;FALSE       ;TRUE    
990 ;FDT_TEST_DATA_CONT_GEN_8437    ;container_select_execute                                                          ;ROLE        ;FDT_TEST_DATA_CONT_GEN_8437       ;SCHEMA              ;FDT_TEST_DATA_CONT_GEN_8437                                                       ;?                                                                               ;?          ;SELECT                                                              ;FALSE       ;TRUE    
991 ;FDT_TEST_DATA_CONT_GEN_8437    ;container_access#                                                                 ;ROLE        ;FDT_TEST_DATA_CONT_GEN_8437       ;SCHEMA              ;FDT_TEST_DATA_CONT_GEN_8437                                                       ;?                                                                               ;?          ;SELECT                                                              ;TRUE        ;TRUE    
992 ;FDT_TEST_DATA_CONT_GEN_8437    ;container_access                                                                  ;ROLE        ;FDT_TEST_DATA_CONT_GEN_8437       ;SCHEMA              ;FDT_TEST_DATA_CONT_GEN_8437                                                       ;?                                                                               ;?          ;UPDATE                                                              ;FALSE       ;TRUE    
993 ;?                              ;FDT_TEST_DATA_CONT_GEN_8437#OO                                                    ;USER        ;SAPHANADB                         ;SCHEMA              ;SAPHANADB                                                                         ;?                                                                               ;?          ;SELECT                                                              ;TRUE        ;TRUE    
994 ;?                              ;SAPTMF_RT_6642#OO                                                                 ;USER        ;SYS                               ;SCHEMA              ;SAPTMF_RT_6642#OO                                                                 ;?                                                                               ;?          ;CREATE TEMPORARY TABLE                                              ;FALSE       ;TRUE    
995 ;?                              ;SAPHANADB                                                                         ;USER        ;SAPTMF_RT_6642#DI                 ;SCHEMA              ;SAPTMF_RT_6642#DI                                                                 ;?                                                                               ;?          ;CREATE TEMPORARY TABLE                                              ;FALSE       ;TRUE    
996 ;?                              ;_SYS_DI_CDS_CATALOG                                                               ;USER        ;SYS                               ;SCHEMA              ;_SYS_RT                                                                           ;?                                                                               ;?          ;CREATE TEMPORARY TABLE                                              ;FALSE       ;TRUE    
997 ;?                              ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;USER        ;SYS                               ;SCHEMA              ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;?                                                                               ;?          ;CREATE ANY                                                          ;TRUE        ;TRUE    
998 ;?                              ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;USER        ;SYS                               ;SCHEMA              ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;?                                                                               ;?          ;CREATE TEMPORARY TABLE                                              ;TRUE        ;TRUE    
999 ;?                              ;_SYS_DI_OO_DEFAULTS                                                               ;ROLE        ;SYS                               ;SCHEMA              ;_SYS_BIC                                                                          ;?                                                                               ;?          ;CREATE ANY                                                          ;FALSE       ;TRUE    
1000;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_ADDITIVE_MODEL_PREDICT                                                      ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
1001;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_MCMC                                                                        ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1002;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_MCMC                                                                        ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
1003;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLASSIFICATION_PIVOT                                                ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1004;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLASSIFICATION_PIVOT                                                ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
1005;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLASSIFICATION_PREDICT_PIVOT                                        ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1006;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLASSIFICATION_PREDICT_PIVOT                                        ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
1007;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLASSIFICATION_SCORE_PIVOT                                          ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1008;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLASSIFICATION_SCORE_PIVOT                                          ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
1009;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLASSIFICATION                                                      ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1010;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLASSIFICATION                                                      ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
1011;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLASSIFICATION_PREDICT                                              ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1012;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLASSIFICATION_PREDICT                                              ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
1013;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLASSIFICATION_SCORE                                                ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1014;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLASSIFICATION_SCORE                                                ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
1015;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLUSTERING                                                          ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1016;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLUSTERING                                                          ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
1017;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLUSTERING_ASSIGNMENT                                               ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1018;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLUSTERING_ASSIGNMENT                                               ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
1019;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_UNIFIED_CLUSTERING_PIVOT                                                    ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1020;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;CLIENTSIDE_ENCRYPTION_PUBLIC_KEYVALUE_DEV                                       ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
1021;?                              ;_SYS_DI_BI_CATALOG                                                                ;USER        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_DIMENSION_VIEW_HDI                                                         ;?          ;SELECT                                                              ;FALSE       ;TRUE    
1022;?                              ;_SYS_DI_OO_DEFAULTS                                                               ;ROLE        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_DIMENSION_VIEW_HDI                                                         ;?          ;SELECT                                                              ;TRUE        ;TRUE    
1023;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_TEST_CONTAINER_GEN_2_0626#DI                                                  ;CANCEL                                                                          ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1024;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_TEST_CONTAINER_GEN_2_0626#DI                                                  ;DELETE                                                                          ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1025;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_TEST_CONTAINER_GEN_2_0626#DI                                                  ;GET_DEPENDENCIES                                                                ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1026;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_TEST_CONTAINER_GEN_2_0626#DI                                                  ;GET_MAKE_GROUPS                                                                 ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
1027;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_TEST_CONTAINER_GEN_2_0626#DI                                                  ;GRANT_CONTAINER_SCHEMA_PRIVILEGES                                               ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
