   ;GRANTEE_SCHEMA_NAME;GRANTEE                                                                           ;GRANTEE_TYPE;ROLE_SCHEMA_NAME               ;ROLE_NAME                                                     ;GRANTOR                           ;IS_GRANTABLE;IS_GRANTED_BY_LDAP
161;?                  ;sap.hana.xs.ide.roles::CatalogDeveloper                                           ;ROLE        ;?                              ;sap.hana.ide.roles::CatalogDeveloper                          ;_SYS_REPO                         ;FALSE       ;FALSE             
162;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;sap.hana.xs.lm.pe.roles::PE_Administrator                     ;SYS                               ;TRUE        ;FALSE             
163;?                  ;sap.hana.xs.lm.roles::Administrator                                               ;ROLE        ;?                              ;sap.hana.xs.lm.pe.roles::PE_Administrator                     ;_SYS_REPO                         ;FALSE       ;FALSE             
164;?                  ;sap.hana.xs.lm.roles::Administrator                                               ;ROLE        ;?                              ;sap.hana.xs.lm.roles::DevelopmentExpert                       ;_SYS_REPO                         ;FALSE       ;FALSE             
165;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;sap.hana.xs.lm.roles::DevelopmentExpert                       ;SYS                               ;TRUE        ;FALSE             
166;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;sap.hana.xs.ide.roles::TraceViewer                            ;SYS                               ;TRUE        ;FALSE             
167;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;sap.hana.xs.ide.roles::SecurityAdmin                          ;SYS                               ;TRUE        ;FALSE             
168;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;sap.hana.xs.ide.roles::EditorDeveloper                        ;SYS                               ;TRUE        ;FALSE             
169;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;sap.hana.xs.ide.roles::CatalogDeveloper                       ;SYS                               ;TRUE        ;FALSE             
170;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;sap.hana.ide.roles::Developer                                 ;SYS                               ;TRUE        ;FALSE             
171;?                  ;sap.hana.xs.ide.roles::Developer                                                  ;ROLE        ;?                              ;sap.hana.ide.roles::Developer                                 ;_SYS_REPO                         ;FALSE       ;FALSE             
172;?                  ;BOROCHOVG                                                                         ;USER        ;?                              ;sap.hana.ide.roles::Developer                                 ;_SYS_REPO                         ;FALSE       ;FALSE             
173;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;sap.hana.xs.lm.roles::Administrator                           ;SYS                               ;TRUE        ;FALSE             
174;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;sap.hana.xs.ide.roles::Developer                              ;SYS                               ;TRUE        ;FALSE             
175;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE                                   ;SYSTEM                            ;FALSE       ;FALSE             
176;?                  ;_SYS_AFL                                                                          ;USER        ;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE                                   ;SYS                               ;TRUE        ;FALSE             
177;?                  ;_SYS_AFL                                                                          ;USER        ;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE_WITH_GRANT_OPTION                 ;SYS                               ;TRUE        ;FALSE             
178;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE_WITH_GRANT_OPTION                 ;_SYS_AFL                          ;FALSE       ;FALSE             
179;?                  ;SAPHANADB                                                                         ;USER        ;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                   ;SYSTEM                            ;FALSE       ;FALSE             
180;?                  ;_SYS_AFL                                                                          ;USER        ;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                   ;SYS                               ;TRUE        ;FALSE             
181;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                   ;SYSTEM                            ;FALSE       ;FALSE             
182;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                 ;_SYS_AFL                          ;FALSE       ;FALSE             
183;?                  ;_SYS_AFL                                                                          ;USER        ;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                 ;SYS                               ;TRUE        ;FALSE             
184;?                  ;_SYS_AFL                                                                          ;USER        ;?                              ;AFL__SYS_AFL_HIE_AREA_EXECUTE                                 ;SYS                               ;TRUE        ;FALSE             
185;?                  ;_SYS_AFL                                                                          ;USER        ;?                              ;AFL__SYS_AFL_HIE_AREA_EXECUTE_WITH_GRANT_OPTION               ;SYS                               ;TRUE        ;FALSE             
186;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;AFL__SYS_AFL_HIE_AREA_EXECUTE_WITH_GRANT_OPTION               ;_SYS_AFL                          ;FALSE       ;FALSE             
187;?                  ;_SYS_AFL                                                                          ;USER        ;?                              ;AFL__SYS_AFL_LCAPPS_WRAPPER_AREA_EXECUTE                      ;SYS                               ;TRUE        ;FALSE             
188;?                  ;_SYS_AFL                                                                          ;USER        ;?                              ;AFL__SYS_AFL_LCAPPS_WRAPPER_AREA_EXECUTE_WITH_GRANT_OPTION    ;SYS                               ;TRUE        ;FALSE             
189;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;AFL__SYS_AFL_LCAPPS_WRAPPER_AREA_EXECUTE_WITH_GRANT_OPTION    ;_SYS_AFL                          ;FALSE       ;FALSE             
190;?                  ;_SYS_AFL                                                                          ;USER        ;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE                                 ;SYS                               ;TRUE        ;FALSE             
191;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE_WITH_GRANT_OPTION               ;_SYS_AFL                          ;FALSE       ;FALSE             
192;?                  ;_SYS_AFL                                                                          ;USER        ;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE_WITH_GRANT_OPTION               ;SYS                               ;TRUE        ;FALSE             
193;?                  ;SAPHANADB                                                                         ;USER        ;?                              ;DBA_COCKPIT                                                   ;SYSTEM                            ;FALSE       ;FALSE             
194;?                  ;DBACOCKPIT                                                                        ;USER        ;?                              ;DBA_COCKPIT                                                   ;SYSTEM                            ;FALSE       ;FALSE             
195;?                  ;SAPHANADB                                                                         ;USER        ;?                              ;USER                                                          ;SYSTEM                            ;FALSE       ;FALSE             
196;?                  ;SYSTEM                                                                            ;USER        ;?                              ;TABLE_REDISTRIBUTION                                          ;SYS                               ;TRUE        ;FALSE             
197;?                  ;SAPHANADB                                                                         ;USER        ;?                              ;TABLE_REDISTRIBUTION                                          ;SYSTEM                            ;FALSE       ;FALSE             
198;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;ABAP_SYS_REPO                                                 ;SYSTEM                            ;FALSE       ;FALSE             
199;?                  ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#OO                                                ;USER        ;?                              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
200;?                  ;SAPESH_RT_GEN_6188#OO                                                             ;USER        ;?                              ;_SYS_DI_OO_DEFAULTS                                           ;SYS                               ;FALSE       ;FALSE             
201;?                  ;SAPS4H_RT_GEN_3134#OO                                                             ;USER        ;?                              ;_SYS_DI_OO_DEFAULTS                                           ;SYS                               ;FALSE       ;FALSE             
202;?                  ;SAPTMF_RT_6642#OO                                                                 ;USER        ;?                              ;_SYS_DI_OO_DEFAULTS                                           ;SYS                               ;FALSE       ;FALSE             
203;?                  ;SAPS4H_RT_7937#OO                                                                 ;USER        ;?                              ;_SYS_DI_OO_DEFAULTS                                           ;SYS                               ;FALSE       ;FALSE             
204;?                  ;FDT_CP_BR_SOURCE_5054#OO                                                          ;USER        ;?                              ;_SYS_DI_OO_DEFAULTS                                           ;SYS                               ;FALSE       ;FALSE             
205;?                  ;BA1_HDI_FR_RTC_GEN_2470#OO                                                        ;USER        ;?                              ;_SYS_DI_OO_DEFAULTS                                           ;SYS                               ;FALSE       ;FALSE             
206;?                  ;FDT_TEST_CONTAINER_GEN_2_0626#OO                                                  ;USER        ;?                              ;_SYS_DI_OO_DEFAULTS                                           ;SYS                               ;FALSE       ;FALSE             
207;?                  ;FDT_CP_TEST_SMC_DATA_0238#OO                                                      ;USER        ;?                              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
208;?                  ;FDT_TEST_CONTAINER_GEN_7454#OO                                                    ;USER        ;?                              ;_SYS_DI_OO_DEFAULTS                                           ;SYS                               ;FALSE       ;FALSE             
209;?                  ;BA1_HDI_FR_APIC_GEN_9983#OO                                                       ;USER        ;?                              ;_SYS_DI_OO_DEFAULTS                                           ;SYS                               ;FALSE       ;FALSE             
210;?                  ;FDT_CP_TEST_SMC_VIEWS_5622#OO                                                     ;USER        ;?                              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
211;?                  ;FDT_TEST_DATA_CONT_GEN_8437#OO                                                    ;USER        ;?                              ;_SYS_DI_OO_DEFAULTS                                           ;SYS                               ;FALSE       ;FALSE             
212;?                  ;FDT_TEST_CONTAINER_GEN_7454#OO                                                    ;USER        ;FDT_TEST_CONTAINER_GEN_7454    ;container_access#                                             ;SYS                               ;TRUE        ;FALSE             
213;?                  ;SAPHANADB                                                                         ;USER        ;FDT_TEST_CONTAINER_GEN_7454    ;container_access                                              ;FDT_TEST_CONTAINER_GEN_7454#OO    ;FALSE       ;FALSE             
214;?                  ;FDT_TEST_CONTAINER_GEN_7454#OO                                                    ;USER        ;FDT_TEST_CONTAINER_GEN_7454    ;container_access                                              ;SYS                               ;TRUE        ;FALSE             
215;?                  ;FDT_TEST_CONTAINER_GEN_7454#OO                                                    ;USER        ;FDT_TEST_CONTAINER_GEN_7454    ;container_select#                                             ;SYS                               ;TRUE        ;FALSE             
216;?                  ;SAPHANADB                                                                         ;USER        ;SAPESH_RT_GEN_6188             ;container_access                                              ;SAPESH_RT_GEN_6188#OO             ;FALSE       ;FALSE             
217;?                  ;SAPESH_RT_GEN_6188#OO                                                             ;USER        ;SAPESH_RT_GEN_6188             ;container_access                                              ;SYS                               ;TRUE        ;FALSE             
218;?                  ;SAPESH_RT_GEN_6188#OO                                                             ;USER        ;SAPESH_RT_GEN_6188             ;container_select_execute                                      ;SYS                               ;TRUE        ;FALSE             
219;?                  ;SAPESH_RT_GEN_6188#OO                                                             ;USER        ;SAPESH_RT_GEN_6188             ;container_access#                                             ;SYS                               ;TRUE        ;FALSE             
220;?                  ;SAPS4H_RT_7937#OO                                                                 ;USER        ;SAPS4H_RT_7937                 ;container_access                                              ;SYS                               ;TRUE        ;FALSE             
221;?                  ;SAPHANADB                                                                         ;USER        ;SAPS4H_RT_7937                 ;container_access                                              ;SAPS4H_RT_7937#OO                 ;FALSE       ;FALSE             
222;?                  ;SAPS4H_RT_7937#OO                                                                 ;USER        ;SAPS4H_RT_7937                 ;container_access#                                             ;SYS                               ;TRUE        ;FALSE             
223;?                  ;SAPS4H_RT_GEN_3134#OO                                                             ;USER        ;SAPS4H_RT_7937                 ;container_access#                                             ;SAPS4H_RT_7937#OO                 ;FALSE       ;FALSE             
224;?                  ;SAPS4H_RT_7937#OO                                                                 ;USER        ;SAPS4H_RT_7937                 ;container_select#                                             ;SYS                               ;TRUE        ;FALSE             
225;?                  ;SAPS4H_RT_GEN_3134#OO                                                             ;USER        ;SAPS4H_RT_GEN_3134             ;container_access                                              ;SYS                               ;TRUE        ;FALSE             
226;?                  ;SAPHANADB                                                                         ;USER        ;SAPS4H_RT_GEN_3134             ;container_access                                              ;SAPS4H_RT_GEN_3134#OO             ;FALSE       ;FALSE             
227;?                  ;SAPS4H_RT_GEN_3134#OO                                                             ;USER        ;SAPS4H_RT_GEN_3134             ;container_access#                                             ;SYS                               ;TRUE        ;FALSE             
228;?                  ;SAPS4H_RT_GEN_3134#OO                                                             ;USER        ;SAPS4H_RT_GEN_3134             ;container_select#                                             ;SYS                               ;TRUE        ;FALSE             
229;?                  ;SAPESH_RT_GEN_6188#OO                                                             ;USER        ;SAPESH_RT_GEN_6188             ;container_select#                                             ;SYS                               ;TRUE        ;FALSE             
230;?                  ;SAPHANADB                                                                         ;USER        ;FDT_CP_BR_SOURCE_5054          ;container_access                                              ;FDT_CP_BR_SOURCE_5054#OO          ;FALSE       ;FALSE             
231;?                  ;FDT_CP_BR_SOURCE_5054#OO                                                          ;USER        ;FDT_CP_BR_SOURCE_5054          ;container_access                                              ;SYS                               ;TRUE        ;FALSE             
232;?                  ;FDT_CP_BR_SOURCE_5054#OO                                                          ;USER        ;FDT_CP_BR_SOURCE_5054          ;container_access#                                             ;SYS                               ;TRUE        ;FALSE             
233;?                  ;FDT_CP_BR_SOURCE_5054#OO                                                          ;USER        ;FDT_CP_BR_SOURCE_5054          ;container_select_execute                                      ;SYS                               ;TRUE        ;FALSE             
234;?                  ;FDT_CP_BR_SOURCE_5054#OO                                                          ;USER        ;FDT_CP_BR_SOURCE_5054          ;container_select#                                             ;SYS                               ;TRUE        ;FALSE             
235;?                  ;FDT_TEST_DATA_CONT_GEN_8437#OO                                                    ;USER        ;_SYS_DI#SAPHANADB              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
236;?                  ;SAPS4H_RT_GEN_3134#OO                                                             ;USER        ;_SYS_DI#SAPHANADB              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
237;?                  ;FDT_CP_TEST_SMC_DATA_0238#OO                                                      ;USER        ;_SYS_DI#SAPHANADB              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
238;?                  ;SAPESH_RT_GEN_6188#OO                                                             ;USER        ;_SYS_DI#SAPHANADB              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
239;?                  ;SAPTMF_RT_6642#OO                                                                 ;USER        ;_SYS_DI#SAPHANADB              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
240;?                  ;FDT_CP_TEST_SMC_VIEWS_5622#OO                                                     ;USER        ;_SYS_DI#SAPHANADB              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
241;?                  ;BA1_HDI_FR_RTC_GEN_2470#OO                                                        ;USER        ;_SYS_DI#SAPHANADB              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
242;?                  ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#OO                                                ;USER        ;_SYS_DI#SAPHANADB              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
243;?                  ;FDT_CP_BR_SOURCE_5054#OO                                                          ;USER        ;_SYS_DI#SAPHANADB              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
244;?                  ;SAPS4H_RT_7937#OO                                                                 ;USER        ;_SYS_DI#SAPHANADB              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
245;?                  ;BA1_HDI_FR_APIC_GEN_9983#OO                                                       ;USER        ;_SYS_DI#SAPHANADB              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
246;?                  ;FDT_TEST_CONTAINER_GEN_7454#OO                                                    ;USER        ;_SYS_DI#SAPHANADB              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
247;?                  ;FDT_TEST_CONTAINER_GEN_2_0626#OO                                                  ;USER        ;_SYS_DI#SAPHANADB              ;_SYS_DI_OO_DEFAULTS                                           ;_SYS_DI_SU                        ;FALSE       ;FALSE             
248;?                  ;SYSTEM                                                                            ;USER        ;?                              ;BI_META_DATA_CONSUMER                                         ;SYS                               ;TRUE        ;FALSE             
249;?                  ;SYSTEM                                                                            ;USER        ;?                              ;CREATE_INTERMEDIATE_CALCULATION_VIEW                          ;SYS                               ;TRUE        ;FALSE             
250;?                  ;SAPHANADB                                                                         ;USER        ;FDT_TEST_DATA_CONT_GEN_8437    ;container_access                                              ;FDT_TEST_DATA_CONT_GEN_8437#OO    ;FALSE       ;FALSE             
251;?                  ;FDT_TEST_DATA_CONT_GEN_8437#OO                                                    ;USER        ;FDT_TEST_DATA_CONT_GEN_8437    ;container_access                                              ;SYS                               ;TRUE        ;FALSE             
252;?                  ;FDT_TEST_DATA_CONT_GEN_8437#OO                                                    ;USER        ;FDT_TEST_DATA_CONT_GEN_8437    ;container_select_execute#                                     ;SYS                               ;TRUE        ;FALSE             
253;?                  ;FDT_TEST_DATA_CONT_GEN_8437#OO                                                    ;USER        ;FDT_TEST_DATA_CONT_GEN_8437    ;container_select_execute                                      ;SYS                               ;TRUE        ;FALSE             
254;?                  ;SAPTMF_RT_6642#OO                                                                 ;USER        ;SAPTMF_RT_6642                 ;container_access                                              ;SYS                               ;TRUE        ;FALSE             
255;?                  ;SAPHANADB                                                                         ;USER        ;SAPTMF_RT_6642                 ;container_access                                              ;SAPTMF_RT_6642#OO                 ;FALSE       ;FALSE             
256;?                  ;SAPTMF_RT_6642#OO                                                                 ;USER        ;SAPTMF_RT_6642                 ;container_access#                                             ;SYS                               ;TRUE        ;FALSE             
257;?                  ;SAPTMF_RT_6642#OO                                                                 ;USER        ;SAPTMF_RT_6642                 ;container_select_execute#                                     ;SYS                               ;TRUE        ;FALSE             
258;?                  ;SAPTMF_RT_6642#OO                                                                 ;USER        ;SAPTMF_RT_6642                 ;container_select_execute                                      ;SYS                               ;TRUE        ;FALSE             
259;?                  ;SAPTMF_RT_6642#OO                                                                 ;USER        ;SAPTMF_RT_6642                 ;container_select#                                             ;SYS                               ;TRUE        ;FALSE             
260;?                  ;FDT_TEST_CONTAINER_GEN_2_0626#OO                                                  ;USER        ;FDT_TEST_CONTAINER_GEN_2_0626  ;container_select_execute#                                     ;SYS                               ;TRUE        ;FALSE             
261;?                  ;SAPHANADB                                                                         ;USER        ;FDT_TEST_CONTAINER_GEN_2_0626  ;container_access                                              ;FDT_TEST_CONTAINER_GEN_2_0626#OO  ;FALSE       ;FALSE             
262;?                  ;FDT_TEST_CONTAINER_GEN_2_0626#OO                                                  ;USER        ;FDT_TEST_CONTAINER_GEN_2_0626  ;container_access                                              ;SYS                               ;TRUE        ;FALSE             
263;?                  ;FDT_TEST_CONTAINER_GEN_2_0626#OO                                                  ;USER        ;FDT_TEST_CONTAINER_GEN_2_0626  ;container_access#                                             ;SYS                               ;TRUE        ;FALSE             
264;?                  ;FDT_TEST_CONTAINER_GEN_7454#OO                                                    ;USER        ;FDT_TEST_CONTAINER_GEN_2_0626  ;container_access#                                             ;FDT_TEST_CONTAINER_GEN_2_0626#OO  ;FALSE       ;FALSE             
265;?                  ;FDT_TEST_CONTAINER_GEN_2_0626#OO                                                  ;USER        ;FDT_TEST_CONTAINER_GEN_2_0626  ;container_select_execute                                      ;SYS                               ;TRUE        ;FALSE             
266;?                  ;FDT_TEST_CONTAINER_GEN_2_0626#OO                                                  ;USER        ;FDT_TEST_CONTAINER_GEN_2_0626  ;container_select#                                             ;SYS                               ;TRUE        ;FALSE             
267;?                  ;SAPHANADB                                                                         ;USER        ;BA1_HDI_FR_RTC_GEN_2470        ;container_access                                              ;BA1_HDI_FR_RTC_GEN_2470#OO        ;FALSE       ;FALSE             
268;?                  ;BA1_HDI_FR_RTC_GEN_2470#OO                                                        ;USER        ;BA1_HDI_FR_RTC_GEN_2470        ;container_access                                              ;SYS                               ;TRUE        ;FALSE             
269;?                  ;BA1_HDI_FR_RTC_GEN_2470#OO                                                        ;USER        ;BA1_HDI_FR_RTC_GEN_2470        ;container_access#                                             ;SYS                               ;TRUE        ;FALSE             
270;?                  ;BA1_HDI_FR_APIC_GEN_9983#OO                                                       ;USER        ;BA1_HDI_FR_RTC_GEN_2470        ;container_select_execute#                                     ;BA1_HDI_FR_RTC_GEN_2470#OO        ;FALSE       ;FALSE             
271;?                  ;BA1_HDI_FR_RTC_GEN_2470#OO                                                        ;USER        ;BA1_HDI_FR_RTC_GEN_2470        ;container_select_execute#                                     ;SYS                               ;TRUE        ;FALSE             
272;?                  ;BA1_HDI_FR_RTC_GEN_2470#OO                                                        ;USER        ;BA1_HDI_FR_RTC_GEN_2470        ;container_select_execute                                      ;SYS                               ;TRUE        ;FALSE             
273;?                  ;BA1_HDI_FR_RTC_GEN_2470#OO                                                        ;USER        ;BA1_HDI_FR_RTC_GEN_2470        ;container_select#                                             ;SYS                               ;TRUE        ;FALSE             
274;?                  ;BA1_HDI_FR_APIC_GEN_9983#OO                                                       ;USER        ;BA1_HDI_FR_APIC_GEN_9983       ;container_access#                                             ;SYS                               ;TRUE        ;FALSE             
275;?                  ;BA1_HDI_FR_APIC_GEN_9983#OO                                                       ;USER        ;BA1_HDI_FR_APIC_GEN_9983       ;container_access                                              ;SYS                               ;TRUE        ;FALSE             
276;?                  ;BA1_HDI_FR_APIC_GEN_9983#OO                                                       ;USER        ;BA1_HDI_FR_APIC_GEN_9983       ;container_select_execute#                                     ;SYS                               ;TRUE        ;FALSE             
277;?                  ;BA1_HDI_FR_APIC_GEN_9983#OO                                                       ;USER        ;BA1_HDI_FR_APIC_GEN_9983       ;container_select_execute                                      ;SYS                               ;TRUE        ;FALSE             
278;?                  ;BA1_HDI_FR_APIC_GEN_9983#OO                                                       ;USER        ;BA1_HDI_FR_APIC_GEN_9983       ;container_select#                                             ;SYS                               ;TRUE        ;FALSE             
279;?                  ;sap.pa.apl.base.roles::APL_EXECUTE                                                ;ROLE        ;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE                                 ;_SYS_REPO                         ;FALSE       ;FALSE             
280;?                  ;SAPHANADB                                                                         ;USER        ;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE                                 ;SYSTEM                            ;FALSE       ;FALSE             
281;?                  ;_SYS_AFL                                                                          ;USER        ;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE                                 ;SYS                               ;TRUE        ;FALSE             
282;?                  ;_SYS_AFL                                                                          ;USER        ;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE_WITH_GRANT_OPTION               ;SYS                               ;TRUE        ;FALSE             
283;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE_WITH_GRANT_OPTION               ;_SYS_AFL                          ;FALSE       ;FALSE             
284;?                  ;_SYS_REPO                                                                         ;USER        ;?                              ;sap.pa.apl.base.roles::APL_EXECUTE                            ;SYS                               ;TRUE        ;FALSE             
285;?                  ;SAPHANADB                                                                         ;USER        ;?                              ;sap.pa.apl.base.roles::APL_EXECUTE                            ;_SYS_REPO                         ;FALSE       ;FALSE             
286;?                  ;BA1_HDI_FR_APIC_GEN_9983#OO                                                       ;USER        ;BA1_HDI_FR_APIC_GEN_9983       ;SAP.FS.FPSL.400::ReadAccessAPIContainer#                      ;SYS                               ;TRUE        ;FALSE             
287;?                  ;FDT_CP_TEST_SMC_DATA_0238#OO                                                      ;USER        ;FDT_CP_TEST_SMC_DATA_0238      ;container_access                                              ;SYS                               ;TRUE        ;FALSE             
288;?                  ;FDT_CP_TEST_SMC_DATA_0238#OO                                                      ;USER        ;FDT_CP_TEST_SMC_DATA_0238      ;container_access#                                             ;SYS                               ;TRUE        ;FALSE             
289;?                  ;FDT_CP_TEST_SMC_VIEWS_5622#OO                                                     ;USER        ;FDT_CP_TEST_SMC_DATA_0238      ;container_access#                                             ;FDT_CP_TEST_SMC_DATA_0238#OO      ;FALSE       ;FALSE             
290;?                  ;FDT_CP_TEST_SMC_DATA_0238#OO                                                      ;USER        ;FDT_CP_TEST_SMC_DATA_0238      ;container_select_execute#                                     ;SYS                               ;TRUE        ;FALSE             
291;?                  ;FDT_CP_TEST_SMC_DATA_0238#OO                                                      ;USER        ;FDT_CP_TEST_SMC_DATA_0238      ;container_select_execute                                      ;SYS                               ;TRUE        ;FALSE             
292;?                  ;FDT_CP_TEST_SMC_DATA_0238#OO                                                      ;USER        ;FDT_CP_TEST_SMC_DATA_0238      ;container_select#                                             ;SYS                               ;TRUE        ;FALSE             
293;?                  ;FDT_CP_TEST_SMC_VIEWS_5622#OO                                                     ;USER        ;FDT_CP_TEST_SMC_VIEWS_5622     ;container_select_execute                                      ;SYS                               ;TRUE        ;FALSE             
294;?                  ;FDT_CP_TEST_SMC_VIEWS_5622#OO                                                     ;USER        ;FDT_CP_TEST_SMC_VIEWS_5622     ;container_select_execute#                                     ;SYS                               ;TRUE        ;FALSE             
295;?                  ;FDT_CP_TEST_SMC_VIEWS_5622#OO                                                     ;USER        ;FDT_CP_TEST_SMC_VIEWS_5622     ;container_access#                                             ;SYS                               ;TRUE        ;FALSE             
296;?                  ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#OO                                                ;USER        ;FDT_CP_TEST_SMC_VIEWS_5622     ;container_access#                                             ;FDT_CP_TEST_SMC_VIEWS_5622#OO     ;FALSE       ;FALSE             
297;?                  ;SAPHANADB                                                                         ;USER        ;FDT_CP_TEST_SMC_VIEWS_5622     ;container_access                                              ;FDT_CP_TEST_SMC_VIEWS_5622#OO     ;FALSE       ;FALSE             
298;?                  ;FDT_CP_TEST_SMC_VIEWS_5622#OO                                                     ;USER        ;FDT_CP_TEST_SMC_VIEWS_5622     ;container_access                                              ;SYS                               ;TRUE        ;FALSE             
299;?                  ;FDT_CP_TEST_SMC_VIEWS_5622#OO                                                     ;USER        ;FDT_CP_TEST_SMC_VIEWS_5622     ;container_select#                                             ;SYS                               ;TRUE        ;FALSE             
300;?                  ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#OO                                                ;USER        ;FDT_CP_TEST_SMC_DEPLOYMENT_8918;container_access#                                             ;SYS                               ;TRUE        ;FALSE             
301;?                  ;SAPHANADB                                                                         ;USER        ;FDT_CP_TEST_SMC_DEPLOYMENT_8918;container_access                                              ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#OO;FALSE       ;FALSE             
302;?                  ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#OO                                                ;USER        ;FDT_CP_TEST_SMC_DEPLOYMENT_8918;container_access                                              ;SYS                               ;TRUE        ;FALSE             
303;?                  ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#OO                                                ;USER        ;FDT_CP_TEST_SMC_DEPLOYMENT_8918;container_select_execute#                                     ;SYS                               ;TRUE        ;FALSE             
304;?                  ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#OO                                                ;USER        ;FDT_CP_TEST_SMC_DEPLOYMENT_8918;container_select_execute                                      ;SYS                               ;TRUE        ;FALSE             
305;?                  ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#OO                                                ;USER        ;FDT_CP_TEST_SMC_DEPLOYMENT_8918;container_select#                                             ;SYS                               ;TRUE        ;FALSE             
